event_id,decline_code,retry_count,hours_since_failure,day_of_month,customer_tenure_months,subscription_value,prior_recovery_outcome,action,true_p_success,outcome
evt_000490_0d792e2d,issuer_unavailable,0,0.7,12,19,499.0,none,stop,0.0,0
evt_000491_3fff21c3,issuer_unavailable,0,5.7,23,1,1499.0,none,voice_call,0.757568431583961,1
evt_000492_3b0aaf2d,issuer_unavailable,0,22.6,7,11,499.0,none,voice_call,0.7936497141935427,1
evt_000493_04f7cd2c,issuer_unavailable,0,54.7,7,20,999.0,none,voice_call,0.8215767842491859,1
evt_000494_8e85e22f,expired_card,2,15.8,31,3,999.0,none,nudge_whatsapp,0.44028635073280714,1
evt_000495_eb365862,insufficient_funds,0,0.6,30,1,999.0,none,nudge_whatsapp,0.8481288363433407,1
evt_000496_e6de66a8,issuer_unavailable,0,13.1,9,2,199.0,none,retry_now,0.7602219434227027,1
evt_000497_ce652fd4,issuer_unavailable,1,32.2,8,1,499.0,none,retry_later,0.7666327345044353,1
evt_000498_3d1c5715,insufficient_funds,0,9.7,12,10,999.0,none,retry_later,0.4871445620891901,1
evt_000499_f9d43a5d,insufficient_funds,0,1.5,16,10,1499.0,none,retry_later,0.47947822734532014,0
evt_000500_f6ab641a,insufficient_funds,4,0.6,18,10,999.0,none,nudge_whatsapp,0.20339641936048672,0
evt_000501_2bffa171,do_not_honor,1,8.2,20,6,499.0,none,escalate_human,0.026403509502070335,0
evt_000502_6bc7ab3e,do_not_honor,0,8.2,9,17,499.0,none,retry_later,0.024843544141003683,0
evt_000503_2fcf28df,do_not_honor,0,0.7,18,62,499.0,churned,nudge_whatsapp,0.025086962153479813,0
evt_000504_6f508646,do_not_honor,1,4.1,9,10,999.0,recovered,retry_now,0.023487940058211195,1
evt_000505_c1c69467,issuer_unavailable,2,14.5,3,1,499.0,recovered,retry_later,0.7155885561411635,1
evt_000506_9666e8bd,insufficient_funds,0,9.3,22,6,1499.0,none,stop,0.0,0
evt_000507_e8e83ad0,insufficient_funds,4,2.0,7,3,199.0,none,retry_now,0.10428165063962756,0
evt_000508_692b3057,insufficient_funds,1,18.5,13,38,499.0,recovered,retry_later,0.526175975338548,1
evt_000509_ff4fc1be,insufficient_funds,0,8.0,6,15,499.0,none,nudge_sms,0.5643569301812413,0
evt_000510_3b939db5,do_not_honor,0,13.8,9,24,999.0,recovered,escalate_human,0.026857118784809644,0
evt_000511_659ed2a8,issuer_unavailable,1,1.2,26,2,199.0,recovered,retry_later,0.7760370152607111,0
evt_000512_3b0390e5,insufficient_funds,3,2.0,29,12,999.0,none,retry_later,0.562523393978121,1
evt_000513_04aacaa5,issuer_unavailable,2,1.7,1,11,199.0,recovered,retry_now,0.6942363401080306,0
evt_000514_fe03c29b,do_not_honor,1,9.8,24,6,199.0,none,voice_call,0.02539450392504494,0
evt_000515_0d4cc25f,expired_card,3,7.4,22,3,199.0,none,nudge_whatsapp,0.31516031904696024,0
evt_000516_e44d7e63,expired_card,0,10.0,31,5,199.0,none,retry_now,0.09975048911968518,0
evt_000517_48b49aec,issuer_unavailable,0,16.7,7,11,199.0,recovered,retry_later,0.8515824901039298,1
evt_000518_f579d765,insufficient_funds,0,11.0,17,10,1499.0,none,nudge_whatsapp,0.5062334481784737,0
evt_000519_277c828f,issuer_unavailable,0,40.9,9,7,499.0,none,nudge_whatsapp,0.6350391794954502,1
evt_000520_711a1470,insufficient_funds,2,23.3,24,18,199.0,none,escalate_human,0.5864889030474991,0
evt_000521_77e4fb77,do_not_honor,0,31.8,24,3,199.0,recovered,retry_later,0.024843544141003683,0
evt_000522_a0a61e12,expired_card,1,0.6,8,1,499.0,none,voice_call,0.5472075704576946,0
evt_000523_2e28e412,insufficient_funds,1,5.8,17,1,199.0,none,retry_later,0.3531857776642558,0
evt_000524_cdfb7acf,do_not_honor,0,8.9,28,11,999.0,none,nudge_sms,0.024602428402739435,0
evt_000525_4be00cea,insufficient_funds,0,19.0,21,3,499.0,none,stop,0.0,0
evt_000526_7e897509,issuer_unavailable,0,41.3,16,31,999.0,none,nudge_sms,0.6946354172716498,1
evt_000527_8729b01d,insufficient_funds,1,0.9,22,11,499.0,none,escalate_human,0.6147390167936514,0
evt_000528_aa8d0025,insufficient_funds,0,20.3,6,22,499.0,none,retry_now,0.42663977234987527,0
evt_000529_0a5e23a9,expired_card,1,9.4,21,34,999.0,none,escalate_human,0.7755566014155721,0
evt_000530_9db44c5b,expired_card,0,1.8,9,10,499.0,recovered,retry_later,0.13168940633961995,0
evt_000531_ff023229,insufficient_funds,0,13.2,1,8,999.0,none,nudge_whatsapp,0.8652969480479719,1
evt_000532_c584ab3c,issuer_unavailable,0,12.5,20,13,199.0,recovered,retry_now,0.7969168427401835,1
evt_000533_524750a1,issuer_unavailable,2,6.9,19,3,499.0,none,retry_now,0.6142262544422655,0
evt_000534_faf58d27,insufficient_funds,0,30.5,8,12,999.0,none,retry_now,0.3488179163726096,1
evt_000535_b964a09a,insufficient_funds,1,26.3,20,5,499.0,none,nudge_sms,0.35842206689455663,0
evt_000536_053b0c89,do_not_honor,0,14.6,21,2,199.0,churned,voice_call,0.025831238524664044,0
evt_000537_7e542614,insufficient_funds,4,7.6,4,4,199.0,none,escalate_human,0.4243432746615431,0
evt_000538_792bc2fd,insufficient_funds,1,13.6,21,14,199.0,recovered,voice_call,0.5249048468597648,1
evt_000539_fd7a2ed5,insufficient_funds,2,0.3,18,13,199.0,none,voice_call,0.4220513327403809,0
evt_000540_80514656,do_not_honor,0,15.3,10,23,199.0,recovered,stop,0.0,0
evt_000541_143de0a9,issuer_unavailable,0,14.6,21,14,2499.0,none,escalate_human,0.8569220552326141,1
evt_000542_1245af28,do_not_honor,1,1.8,16,19,999.0,none,nudge_sms,0.024185953768396405,1
evt_000543_361a5d5b,insufficient_funds,0,5.8,1,32,1499.0,churned,nudge_sms,0.8947306104774903,1
evt_000544_5d86f320,insufficient_funds,2,12.6,22,4,2499.0,recovered,nudge_whatsapp,0.3344822617073948,1
evt_000545_4dbbb001,issuer_unavailable,0,2.2,19,14,499.0,none,retry_now,0.7998108042135373,1
evt_000546_a5d11e87,issuer_unavailable,2,2.0,30,16,999.0,none,nudge_whatsapp,0.5547792351072148,1
evt_000547_31f4e718,insufficient_funds,0,6.1,17,14,199.0,none,retry_later,0.5012337686460054,0
evt_000548_2bf5dc15,insufficient_funds,0,0.0,6,16,199.0,none,nudge_whatsapp,0.6174795052961776,0
evt_000549_feab6fed,insufficient_funds,0,5.1,7,18,199.0,none,escalate_human,0.7406729957358064,1
evt_000550_caa1ac5b,do_not_honor,0,21.6,27,2,999.0,churned,nudge_sms,0.024602428402739435,0
evt_000551_746bc2a5,issuer_unavailable,0,11.0,30,45,499.0,none,nudge_sms,0.753988716448948,1
evt_000552_fe1db445,insufficient_funds,1,2.9,2,4,199.0,none,escalate_human,0.7743683451714539,0
evt_000553_dfe81b38,insufficient_funds,2,4.0,25,11,499.0,none,stop,0.0,0
evt_000554_6bd27451,expired_card,0,4.8,27,12,1499.0,none,nudge_sms,0.5777578540528835,1
evt_000555_ab286a6f,issuer_unavailable,1,4.9,15,7,499.0,none,stop,0.0,0
evt_000556_421eade7,insufficient_funds,0,0.3,5,15,999.0,none,retry_later,0.6226554364152642,0
evt_000557_9ca5203a,issuer_unavailable,0,14.3,14,11,199.0,none,voice_call,0.7896180643568237,1
evt_000558_bf05ac66,issuer_unavailable,0,18.8,9,22,499.0,none,escalate_human,0.8758709149639774,1
evt_000559_68f7b511,do_not_honor,0,21.9,28,12,999.0,none,stop,0.0,0
evt_000560_58e38f21,issuer_unavailable,0,5.5,5,30,499.0,none,retry_later,0.8959226238163662,1
evt_000561_09539aa5,issuer_unavailable,2,1.8,29,19,499.0,none,retry_later,0.7897312564479078,0
evt_000562_3651ad5e,insufficient_funds,4,3.2,17,22,499.0,none,nudge_whatsapp,0.24322760033744292,0
evt_000563_ec05dac6,insufficient_funds,0,5.1,3,1,999.0,none,nudge_whatsapp,0.6890094640517656,1
evt_000564_a5e355de,insufficient_funds,0,2.0,1,29,199.0,none,escalate_human,0.9227277978633401,1
evt_000565_a7ce4845,stolen_card,3,22.9,13,13,499.0,recovered,stop,0.0,0
evt_000566_59ac9f3d,expired_card,0,0.6,5,2,2499.0,none,retry_later,0.11844062539864544,0
evt_000567_2e73cc96,issuer_unavailable,2,3.5,18,6,199.0,none,nudge_whatsapp,0.45602965995775663,1
evt_000568_f7b887a3,insufficient_funds,1,17.7,23,61,499.0,none,stop,0.0,0
evt_000569_81f934ed,stolen_card,0,0.7,7,3,499.0,none,retry_later,0.015217121208656299,0
evt_000570_730d9c65,expired_card,1,9.1,9,8,199.0,none,escalate_human,0.6734645169897951,0
evt_000571_c96ccadf,issuer_unavailable,0,18.7,19,5,999.0,none,escalate_human,0.8327316881958777,1
evt_000572_d18a61f2,insufficient_funds,2,11.1,4,10,499.0,none,retry_now,0.2719069819575452,0
evt_000573_4d2c9784,expired_card,0,7.0,2,24,999.0,none,retry_later,0.18592733013183643,0
evt_000574_212c047b,issuer_unavailable,1,1.2,30,3,499.0,recovered,retry_later,0.8037659436342208,1
evt_000575_457d0dbc,expired_card,0,27.1,13,17,499.0,none,retry_later,0.147249714528286,0
evt_000576_856dd6fa,issuer_unavailable,1,3.2,22,4,999.0,none,stop,0.0,0
evt_000577_5d0c3a1d,insufficient_funds,1,13.4,12,15,999.0,none,nudge_sms,0.400968074106145,1
evt_000578_d7c20e60,stolen_card,0,14.4,13,10,499.0,none,retry_later,0.015217121208656299,0
evt_000579_7b1ccb45,issuer_unavailable,2,13.0,23,10,199.0,recovered,nudge_whatsapp,0.479859502056538,1
evt_000580_fd5ae5d7,do_not_honor,0,23.9,18,3,199.0,none,retry_now,0.02389268941058276,0
evt_000581_632c2edb,insufficient_funds,2,8.9,4,26,499.0,none,voice_call,0.6070744345983992,1
evt_000582_ba78c2ec,do_not_honor,0,15.1,9,7,499.0,recovered,nudge_sms,0.024602428402739435,0
evt_000583_4964a608,issuer_unavailable,2,2.7,16,6,499.0,recovered,voice_call,0.6275874345327637,0
evt_000584_8709f247,do_not_honor,0,9.6,6,37,499.0,recovered,retry_now,0.02389268941058276,0
evt_000585_985dc7be,expired_card,1,16.1,9,8,2499.0,none,escalate_human,0.6734645169897951,1
evt_000586_6eb5f921,insufficient_funds,0,3.6,27,1,199.0,none,nudge_whatsapp,0.6269071057853808,1
evt_000587_3e62e914,insufficient_funds,0,1.6,19,17,499.0,none,retry_now,0.3488236839162735,0
evt_000588_b02852c4,issuer_unavailable,0,6.4,28,15,999.0,churned,retry_now,0.8179743583195191,1
evt_000589_e9214756,insufficient_funds,0,10.6,7,3,199.0,churned,nudge_sms,0.47929610472727296,0
evt_000590_74388e9c,do_not_honor,1,3.4,1,32,199.0,none,stop,0.0,0
evt_000591_789d3acd,insufficient_funds,1,11.3,17,31,199.0,none,voice_call,0.595891023923827,1
evt_000592_a7600ba6,expired_card,1,6.4,24,1,499.0,none,stop,0.0,0
evt_000593_b9ea1fb5,insufficient_funds,0,28.8,25,23,499.0,churned,nudge_whatsapp,0.6499600583623816,0
evt_000594_88f93ccb,issuer_unavailable,1,9.1,28,11,499.0,none,nudge_whatsapp,0.5921072287445924,1
evt_000595_06894124,do_not_honor,0,12.2,10,3,1499.0,none,voice_call,0.025831238524664044,0
evt_000596_f39d38ef,insufficient_funds,0,11.7,24,5,199.0,churned,voice_call,0.5961549607909117,0
evt_000597_3aca7ed8,insufficient_funds,4,8.0,28,34,199.0,recovered,nudge_sms,0.4639358685403462,0
evt_000598_0e68a796,issuer_unavailable,1,1.3,18,4,199.0,none,nudge_whatsapp,0.5333661206052249,0
evt_000599_2519181b,issuer_unavailable,1,4.9,12,14,499.0,none,retry_later,0.8076966228062465,1
evt_000600_f13aa995,stolen_card,0,11.9,16,2,499.0,recovered,escalate_human,0.016463644763656287,0
evt_000601_2ca98d10,insufficient_funds,0,24.9,3,9,499.0,churned,nudge_sms,0.6803743134671606,1
evt_000602_d1471045,expired_card,0,1.0,13,19,499.0,recovered,stop,0.0,0
evt_000603_dca091d7,issuer_unavailable,0,0.5,28,6,499.0,none,voice_call,0.7896278118711401,1
evt_000604_93547efd,do_not_honor,0,5.9,16,15,1499.0,none,retry_now,0.02389268941058276,0
evt_000605_ed28008b,expired_card,0,6.2,22,8,499.0,none,voice_call,0.6623751434713591,1
evt_000606_95424e14,insufficient_funds,0,3.4,2,26,499.0,none,voice_call,0.8352282468197791,1
evt_000607_38316c8c,do_not_honor,1,0.1,8,4,999.0,none,retry_now,0.023487940058211195,0
evt_000608_8f96a36c,stolen_card,0,14.8,10,10,499.0,recovered,escalate_human,0.016463644763656287,0
evt_000609_46dc9489,insufficient_funds,0,0.7,4,1,499.0,none,retry_now,0.385807754532805,0
evt_000610_13fe2fac,stolen_card,3,0.4,10,14,499.0,recovered,nudge_whatsapp,0.014593183952298106,0
evt_000611_5dca90c6,insufficient_funds,0,37.3,26,19,199.0,none,voice_call,0.7003648809905125,1
evt_000612_3f2c8165,insufficient_funds,1,14.3,6,19,499.0,none,retry_later,0.5222013034297558,1
evt_000613_ac842174,do_not_honor,0,4.5,14,19,499.0,none,stop,0.0,0
evt_000614_be4f7454,expired_card,2,24.0,4,20,499.0,recovered,retry_later,0.08895804371375256,0
evt_000615_8af9cf30,insufficient_funds,0,23.9,12,1,199.0,churned,retry_later,0.4423985994202409,0
evt_000616_be715592,issuer_unavailable,0,14.7,3,32,499.0,none,retry_later,0.9040175510535214,1
evt_000617_600772c7,insufficient_funds,0,1.6,11,2,199.0,none,nudge_whatsapp,0.47696147196949884,0
evt_000618_ef7dd762,insufficient_funds,0,0.6,5,13,1499.0,none,nudge_sms,0.5892424430638046,0
evt_000619_67afd4df,issuer_unavailable,0,2.5,22,3,199.0,none,nudge_whatsapp,0.6163056350558745,1
evt_000620_e704e0b0,issuer_unavailable,1,24.3,9,4,199.0,recovered,retry_now,0.6992852687745424,1
evt_000621_7ab3b630,insufficient_funds,2,25.1,19,11,499.0,none,stop,0.0,0
evt_000622_850d9618,expired_card,1,0.9,7,59,499.0,none,escalate_human,0.7853409596747574,0
evt_000623_53f00106,do_not_honor,0,8.0,21,55,1499.0,none,stop,0.0,0
evt_000624_fc1d4227,issuer_unavailable,1,11.4,24,33,2499.0,none,stop,0.0,0
evt_000625_fc751189,insufficient_funds,0,0.6,6,11,499.0,none,escalate_human,0.7279855172785294,1
evt_000626_a235e69b,do_not_honor,1,35.0,14,26,2499.0,none,nudge_sms,0.024185953768396405,0
evt_000627_43258374,issuer_unavailable,1,32.9,17,1,499.0,churned,nudge_sms,0.4681991707428975,0
evt_000628_f64c9dd7,insufficient_funds,0,6.4,6,1,499.0,none,retry_now,0.32836832745342703,0
evt_000629_65641e76,do_not_honor,0,8.0,16,22,1499.0,none,retry_now,0.02389268941058276,0
evt_000630_88862076,issuer_unavailable,3,30.9,5,11,999.0,recovered,retry_later,0.6732055722444481,1
evt_000631_3f2b690b,insufficient_funds,2,9.0,23,22,499.0,none,voice_call,0.49394048543407265,0
evt_000632_9d445856,issuer_unavailable,0,1.6,27,54,999.0,none,escalate_human,0.9083435974892329,0
evt_000633_342afd5c,expired_card,1,9.1,25,37,499.0,none,stop,0.0,0
evt_000634_a6d0ead4,do_not_honor,1,2.2,12,3,1499.0,recovered,nudge_sms,0.024185953768396405,0
evt_000635_f3ab4a95,expired_card,2,12.5,19,26,499.0,none,retry_later,0.0932242163173017,0
evt_000636_4c2917cc,expired_card,0,12.3,8,8,999.0,recovered,stop,0.0,0
evt_000637_305ebfa9,insufficient_funds,2,1.0,7,16,1499.0,none,retry_later,0.3958318718855867,0
evt_000638_d366f7a7,issuer_unavailable,0,13.0,31,12,499.0,none,retry_now,0.8234647252208833,1
evt_000639_0a7433a2,insufficient_funds,0,4.7,4,18,499.0,none,nudge_whatsapp,0.7024456090192245,1
evt_000640_80a05c92,insufficient_funds,2,5.8,26,4,999.0,none,nudge_sms,0.37304740299157124,1
evt_000641_0801c932,insufficient_funds,0,4.9,31,16,199.0,churned,nudge_whatsapp,0.8828810091242195,1
evt_000642_ec79e157,do_not_honor,3,13.4,30,2,499.0,none,nudge_sms,0.023373531597967217,0
evt_000643_6d4b6806,insufficient_funds,2,1.9,2,7,199.0,recovered,stop,0.0,0
evt_000644_28ed7868,expired_card,3,3.6,26,11,499.0,none,voice_call,0.4311206056766174,0
evt_000645_7212d7f1,issuer_unavailable,1,5.3,30,22,199.0,none,stop,0.0,0
evt_000646_6ee27c0b,insufficient_funds,1,5.4,6,2,999.0,none,nudge_sms,0.4131068852004291,1
evt_000647_cf4d086c,insufficient_funds,1,7.5,12,2,1499.0,none,voice_call,0.45655635898019403,1
evt_000648_0e93f744,insufficient_funds,0,21.6,4,27,199.0,none,stop,0.0,0
evt_000649_5dbc6c77,do_not_honor,3,28.2,26,43,999.0,none,retry_later,0.02360289498942739,0
evt_000650_e2b2ead2,insufficient_funds,2,5.4,8,15,499.0,none,nudge_whatsapp,0.3975334027217361,0
evt_000651_41412f84,issuer_unavailable,0,5.8,11,2,199.0,none,stop,0.0,0
evt_000652_df1b92fd,issuer_unavailable,0,5.7,25,6,499.0,none,retry_later,0.8399391133329456,1
evt_000653_fb2a26dc,insufficient_funds,0,8.7,20,8,499.0,none,nudge_whatsapp,0.5069447002082719,1
evt_000654_da459cb4,insufficient_funds,0,32.1,29,34,499.0,recovered,escalate_human,0.8987255762955239,1
evt_000655_84d102b7,do_not_honor,2,0.2,15,1,2499.0,none,nudge_sms,0.023776357441429207,0
evt_000656_6f4ed08a,issuer_unavailable,0,5.2,19,26,499.0,none,stop,0.0,0
evt_000657_10792cc4,insufficient_funds,0,4.8,9,5,499.0,none,stop,0.0,0
evt_000658_4b0a3e08,stolen_card,0,1.0,5,4,1499.0,none,voice_call,0.015828313967089842,0
evt_000659_a98a72c4,insufficient_funds,2,5.6,26,8,1499.0,none,retry_now,0.2366807797463952,0
evt_000660_1b7c3e64,expired_card,2,22.6,31,11,499.0,none,stop,0.0,0
evt_000661_b78a9938,expired_card,3,9.8,3,15,499.0,none,nudge_sms,0.3435944952698965,1
evt_000662_46caba1f,insufficient_funds,1,6.6,19,85,499.0,none,stop,0.0,0
evt_000663_881aa2bb,insufficient_funds,2,26.4,17,5,199.0,none,nudge_whatsapp,0.31538448316301165,0
evt_000664_4b453e2c,insufficient_funds,1,7.0,22,13,499.0,none,retry_later,0.4358599788785988,1
evt_000665_70c17c21,issuer_unavailable,0,4.4,9,7,499.0,none,nudge_sms,0.5875621961266034,0
evt_000666_579bb226,expired_card,0,10.9,23,7,199.0,none,retry_later,0.1255813393891463,0
evt_000667_12358b95,expired_card,0,19.7,16,7,499.0,recovered,retry_now,0.08642256827035848,0
evt_000668_0d6d6af1,issuer_unavailable,0,6.3,12,4,499.0,none,stop,0.0,0
evt_000669_e22544e5,insufficient_funds,1,6.0,12,3,1499.0,recovered,nudge_sms,0.34492266002382505,0
evt_000670_c86d6d72,insufficient_funds,0,8.6,24,6,199.0,none,stop,0.0,0
evt_000671_41d40f7e,do_not_honor,1,8.1,31,27,499.0,none,voice_call,0.02539450392504494,0
evt_000672_9fa20e8a,insufficient_funds,1,22.3,29,2,1499.0,none,stop,0.0,0
evt_000673_2c5df67e,issuer_unavailable,0,0.8,24,2,999.0,recovered,retry_now,0.7626144633345767,1
evt_000674_15d4880c,issuer_unavailable,2,17.0,4,7,199.0,churned,voice_call,0.648756078363592,1
evt_000675_daa58f61,do_not_honor,0,1.2,30,1,499.0,churned,escalate_human,0.026857118784809644,0
evt_000676_c6ceee63,issuer_unavailable,2,18.7,2,44,999.0,none,nudge_sms,0.5898405506077159,0
evt_000677_32c3a893,stolen_card,0,0.7,23,4,199.0,recovered,escalate_human,0.016463644763656287,0
evt_000678_c64e6455,expired_card,0,33.5,28,1,499.0,recovered,retry_now,0.08491885614574199,0
evt_000679_ae4a63b0,insufficient_funds,3,8.2,30,33,499.0,recovered,voice_call,0.7521291114395701,1
evt_000680_dd481a02,do_not_honor,1,2.6,25,4,2499.0,churned,retry_now,0.023487940058211195,0
evt_000681_f7a8661f,insufficient_funds,2,16.5,7,26,199.0,none,retry_now,0.27080728627104445,0
evt_000682_0487ad45,insufficient_funds,3,24.0,2,23,499.0,none,stop,0.0,0
evt_000683_5bc0948e,issuer_unavailable,0,62.2,26,8,199.0,none,escalate_human,0.8471886738953318,1
evt_000684_5d5e0e4f,expired_card,1,7.8,2,2,2499.0,churned,retry_later,0.09391919227716565,0
evt_000685_770a3a82,insufficient_funds,1,3.2,31,10,499.0,recovered,escalate_human,0.8519528019683106,1
evt_000686_56bdc7f5,insufficient_funds,2,24.7,5,2,1499.0,none,nudge_whatsapp,0.41116160497120136,0
evt_000687_6569df81,issuer_unavailable,2,18.4,20,19,999.0,recovered,nudge_whatsapp,0.5217699274442419,1
evt_000688_566b1815,issuer_unavailable,0,32.8,24,23,499.0,recovered,retry_later,0.8794325005978851,1
evt_000689_4cdd0f5e,insufficient_funds,0,19.8,10,8,199.0,none,escalate_human,0.6747398522403376,1
evt_000690_793e67a6,insufficient_funds,1,35.5,22,8,499.0,none,nudge_sms,0.38746479086755925,0
evt_000691_a742e1c2,insufficient_funds,2,16.3,28,1,499.0,none,nudge_whatsapp,0.5238550068303786,1
evt_000692_a4ad94ae,issuer_unavailable,2,49.8,18,8,199.0,recovered,voice_call,0.6372996929758274,0
evt_000693_feaf3ca7,insufficient_funds,0,1.2,20,1,499.0,none,escalate_human,0.6387501588921778,1
evt_000694_785e7dff,insufficient_funds,1,7.5,19,12,499.0,recovered,nudge_whatsapp,0.43501145638168004,0
evt_000695_b72de431,insufficient_funds,1,13.6,18,7,199.0,none,retry_now,0.23426950225163007,0
evt_000696_709130ac,expired_card,0,1.2,6,1,999.0,churned,nudge_sms,0.5144397637470164,1
evt_000697_7e147856,insufficient_funds,0,16.9,30,22,499.0,none,retry_now,0.6984652160025387,0
evt_000698_87869f22,expired_card,0,21.2,1,8,199.0,recovered,nudge_whatsapp,0.6364525402815664,1
evt_000699_06fe0ed6,expired_card,0,9.1,18,3,499.0,none,voice_call,0.6372996929758274,0
evt_000700_9137baf8,issuer_unavailable,0,3.5,4,4,999.0,recovered,escalate_human,0.8393737564556508,1
evt_000701_de69c998,issuer_unavailable,0,17.3,26,6,199.0,recovered,nudge_sms,0.5921159242228357,0
evt_000702_a4d16070,insufficient_funds,4,11.5,28,7,199.0,none,retry_later,0.357896084821219,0
evt_000703_8d7b36f1,insufficient_funds,1,53.4,8,8,199.0,recovered,voice_call,0.5114381928130419,1
evt_000704_78b2235f,insufficient_funds,1,5.3,9,10,499.0,none,nudge_whatsapp,0.4457194019757566,0
evt_000705_753ceec8,insufficient_funds,1,6.9,3,12,499.0,none,retry_now,0.4034245997357466,0
evt_000706_fbcc93b4,insufficient_funds,1,1.6,16,9,499.0,none,voice_call,0.48579507043953096,0
evt_000707_cc9971d6,insufficient_funds,1,10.3,22,11,199.0,none,escalate_human,0.6147390167936514,1
evt_000708_228dd47e,do_not_honor,0,10.2,17,9,199.0,none,nudge_whatsapp,0.025086962153479813,0
evt_000709_f3357564,insufficient_funds,1,16.1,15,13,499.0,none,stop,0.0,0
evt_000710_efb292e5,do_not_honor,2,8.1,26,3,499.0,none,nudge_whatsapp,0.024245026490228132,0
evt_000711_0f9af721,expired_card,2,18.0,3,5,999.0,none,stop,0.0,0
evt_000712_2ba96ce8,insufficient_funds,0,2.9,20,23,999.0,churned,nudge_whatsapp,0.5812192617715944,0
evt_000713_fa9e3025,insufficient_funds,2,2.6,4,1,199.0,churned,stop,0.0,0
evt_000714_34ba090d,insufficient_funds,0,4.9,6,1,2499.0,recovered,nudge_whatsapp,0.5445970781285305,1
evt_000715_e98efa80,insufficient_funds,0,5.3,25,7,2499.0,none,retry_now,0.35535690864301833,0
evt_000716_d3c0462d,insufficient_funds,0,12.6,13,13,499.0,recovered,escalate_human,0.6868947956562328,1
evt_000717_39a97ac2,insufficient_funds,0,1.3,8,18,499.0,none,escalate_human,0.7302242765159842,1
evt_000718_eca37f46,insufficient_funds,2,13.5,13,3,499.0,none,nudge_sms,0.26792021242036945,0
evt_000719_eb286a7d,insufficient_funds,0,7.2,4,13,499.0,none,nudge_whatsapp,0.6811302716563297,0
evt_000720_117f586f,insufficient_funds,1,1.6,6,6,999.0,none,retry_now,0.27576354516657714,0
evt_000721_3dd37f77,expired_card,0,0.4,2,48,2499.0,none,voice_call,0.7962965265056833,1
evt_000722_0e0cc86e,issuer_unavailable,0,10.5,17,5,999.0,recovered,escalate_human,0.8323849099289081,0
evt_000723_6dfc2c23,stolen_card,0,5.3,30,1,499.0,none,voice_call,0.015828313967089842,0
evt_000724_8ef45c79,expired_card,0,3.5,13,20,199.0,none,nudge_whatsapp,0.6464939242779624,0
evt_000725_5d484be1,insufficient_funds,0,7.9,16,1,499.0,none,retry_later,0.4348393852238286,0
evt_000726_55439954,expired_card,0,14.8,20,8,2499.0,none,stop,0.0,0
evt_000727_2ee4ec8c,insufficient_funds,0,0.3,25,9,499.0,none,retry_now,0.3645721317586342,1
evt_000728_bb4e466d,do_not_honor,1,28.2,11,36,499.0,none,escalate_human,0.026403509502070335,0
evt_000729_6c2a1422,issuer_unavailable,0,0.0,10,42,499.0,none,stop,0.0,0
evt_000730_32792aaf,do_not_honor,1,18.3,18,4,499.0,none,voice_call,0.02539450392504494,0
evt_000731_fb219122,insufficient_funds,0,2.6,7,9,499.0,none,stop,0.0,0
evt_000732_fe3b5224,insufficient_funds,1,35.5,14,26,199.0,recovered,retry_now,0.30754394717027067,0
evt_000733_b82e7070,issuer_unavailable,1,2.4,7,8,499.0,none,retry_now,0.7185068360001459,1
evt_000734_7927b5df,insufficient_funds,0,3.6,25,13,199.0,none,escalate_human,0.7358338032037037,1
evt_000735_ad671cea,insufficient_funds,0,40.4,17,9,499.0,none,retry_now,0.3096776424925947,0
evt_000736_46ac8673,issuer_unavailable,1,5.9,5,9,499.0,none,retry_later,0.799427397145212,1
evt_000737_90a7149b,issuer_unavailable,0,7.2,5,7,499.0,churned,nudge_sms,0.5969371743674009,1
evt_000738_f688b211,insufficient_funds,0,2.3,26,7,999.0,recovered,nudge_whatsapp,0.6084578722884607,0
evt_000739_90dfccb5,insufficient_funds,0,14.0,5,4,1499.0,churned,retry_later,0.5697508161485747,0
evt_000740_3d123d7c,do_not_honor,0,21.3,12,15,1499.0,churned,stop,0.0,0
evt_000741_a6a075c5,insufficient_funds,0,1.9,3,5,199.0,recovered,stop,0.0,0
evt_000742_b86d8014,do_not_honor,0,8.9,15,1,199.0,none,retry_now,0.02389268941058276,0
evt_000743_38a68bc3,insufficient_funds,0,7.2,21,26,999.0,none,retry_later,0.5780065552928043,0
evt_000744_b23aef2e,insufficient_funds,0,8.7,9,21,499.0,churned,retry_later,0.5626732741239143,0
evt_000745_55a22b62,expired_card,3,32.4,30,4,999.0,recovered,stop,0.0,0
evt_000746_ef4ad7fc,insufficient_funds,3,4.9,20,6,499.0,none,nudge_sms,0.22059206930345307,0
evt_000747_b8f7a61d,expired_card,2,5.3,2,5,999.0,churned,voice_call,0.5108248738050346,1
evt_000748_2390ef4c,issuer_unavailable,1,10.6,22,3,499.0,recovered,retry_later,0.7727485674422501,1
evt_000749_1c22922c,insufficient_funds,2,24.5,9,3,499.0,churned,nudge_sms,0.2874130740434979,0
evt_000750_771af7fd,expired_card,0,16.9,15,7,199.0,recovered,nudge_whatsapp,0.5846472980301016,0
evt_000751_df7ef436,do_not_honor,0,12.9,28,13,999.0,none,voice_call,0.025831238524664044,0
evt_000752_e9683351,do_not_honor,2,6.1,24,12,499.0,none,nudge_sms,0.023776357441429207,0
